title,artist,rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,id
Dégaine (feat. Damso),Aya Nakamura,228,0.618,0.698,10,-5.362,0,0.272,0.181,0.0,0.154,0.784,178.143,210958,4,"[Intro: Aya Nakamura] Ti-di-di-di-di-da Ti-di-di-di-di-da Ti-di-di-di-de [Verse 1: Aya Nakamura] I noticed how you looked at me my attitude's paying off (Paying off) We'll see see who makes the first move anyway it won't be me (Me me) I was told you're dangerous but you're cute ah (Ah) He's def my type oh no He's gonna get me in trouble I know (I know) You know me I like when it's spicy [Bridge: Aya Nakamura &  Damso ] You don't see the others anymore when I'm around (I'm around  yeah ) By my shapes you are spellbound (Spellbound) You don't you don't care about others you said ""Hug me"" (Hug  yes ) By my shapes you are spеllbound [Chorus: Aya Nakamura  Damso  &  Both ] Model figure figure so еffortlessly (Effortlessly) You like that swag like that swag  (Oh yes) Model model so effortlessly (Effortlessly) Check that swag check that swag And if it shines I can't explain it to you  (Eh-eh-eh) Check that swag (Check that swag) check that swag (Check that swag) Model model  so effortlessly You liked that swag  (Yes)  dug that swag [Verse 2: Damso] My love's so hot it'll scare the firemen (Firemen) I have a pirate heart always working (Working) You know I'm aware of the dangers of money Your man dreams about making a milli' I did that years ago (Eh) Hello? I got your number from the Diallos' cousin (Oh-oh) He said you got a boo but you prefer jerks You'll love to hate me (Oh-oh) I'd do you dirty I will not respect you (Uh) Slaloming between your hips I'll get out with charisma (Look at the looks look at the looks) Thing in the thingy full of spit (Look at the looks) We're gonna do a sextape oh",5cqLFudVQryezmVFmmyRJN
Ce soir,Amir,229,0.632,0.663,11,-5.898,0,0.0389,0.0229,4.09e-06,0.105,0.475,163.887,213805,4,"[Paroles de ""Ce soir""] [Couplet 1] Viens on perd la tête ce soir Ça vaut la peine juste pour voir Qu'on donne à la vie des pourboires Pour qu'elle nous serve un peu d'espoir Viens on perd la tête ce soir On la garde pas sur les épaules Mais dans les étoiles quelque part Avec vue sur une vie plus drôle [Pré-refrain] On pourrait donner tort à la mélancolie On pourrait donner raison à nos douces folies Ta peau et ma peau c'est déjà l'harmonie J'aime autant ton âme que ton anatomie [Refrain] Oh viens on perd la tête ce soir On met des soleils dans nos yeux Parce qu'hier est déjà trop vieux Parce que demain est illusoire Viens on perd la tête ce soir Ce soir on vit la vie en mieux Parce qu'hier est déjà trop vieux Parce que demain est illusoire [Couplet 2] Viens on perd la tête ce soir On la retrouvera bien assez tôt On fait tomber tous nos remparts On part avec un sac à dos Dis-moi si t'es prête ce soir Le corps et le cœur ex-æquo On oublie que le ciel est beau À trop regarder les trottoirs",3wU34gBKjzcDMxpHlTmihG
Évidemment,Lomepal,230,0.64,0.715,10,-7.041,0,0.0945,0.675,6.26e-05,0.115,0.397,92.878,198640,4,"[Paroles de ""Évidemment""] [Intro] D'accord d’accord Hey [Couplet 1] Les plus grands sages disent que le vrai bonheur est dans l'équilibre C'est p’t-être d'la débilité mais j'ai jamais voulu la vie tranquille de quiconque Petit j'avais pas trop sommeil mourir au sommet comme King Kong le seul rêve qui compte mais pourquoi moi Pourquoi j'serai différent des autres ? Mon seul don c'est vouloir être différent des autres Et pour ça j'ai la rage de vaincre la rage d'être le meilleur sur la page de fin Si jamais ça marche je pars plus comme une tâche de vin   oh J’ai l’impression d'm’entendre dans mes premiers morceaux toujours à crier comme un connard mort soûl Sauf que maintenant j'ai plus dix-neuf ans et j'crois bien que les gens bizarres du show-biz disent que mes disques se vendent yes Concerts complets dans toutes les villes de France on était d'jà passé par-là en van Sur scène je donne tout j’en ai deux mille devant Mais j'suis toujours mal à l'aise quand je parle à un fan [Refrain] Évidemment que je veux briller comme l'or j'ai passé ma vie invisible comme l'air Pourquoi vous voulez m'aimer maint'nant ? Pourquoi vous voulez m'aimer maint'nant ouais Des millions d'heures seul dans le noir Dieu merci j'ai enfin confiance en moi Pourquoi vous voulez m'aimer maint'nant ? Sert plus à rien de m'aimer maint'nant [Couplet 2] Seul à trois heures du mat' dans un bar on peut reconnaître Pal Sous ma poitrine c'est plus froid qu'en Islande dans mon caleçon c'est plus chaud qu'au Népal J'fais que déconner pardon chaque semaine je couche avec une nouvelle fille que j'connais pas Est-c'que j'essaie d'me venger d'me venger de toutes ces années où j'plaisais moins aux filles qu'les mecs dérangés Où j'me sentais partout étranger où j'servais qu'à nourrir leur égo quand ces pétasses jouaient Aujourd'hui c'est moi qui monte les étages ou elles Bon d'accord j'étais consentant quand j'rentrais dans leurs spirales C'était toujours mieux que d'être invisible Maint'nant j'ressens plus rien j'm'intéresse plus qu'à leur physique  et tous les soirs le diable me rend visite Fini les grosses garces trop fausses gamin  j'étais tellement bête J'veux un Oscar pour chaque film que j'me suis fait dans la tête  merde Avant j'étais un peu froid maintenant j'le suis complètement c'est trop tard pour combler l'manque [Refrain] Évidemment que je veux briller comme l'or j'ai passé ma vie invisible comme l'air Pourquoi vous voulez m'aimer maint'nant ? Pourquoi vous voulez m'aimer maint'nant ouais Des millions d'heures seul dans le noir Dieu merci j'ai enfin confiance en moi Pourquoi vous voulez m'aimer maint'nant ? Sert plus à rien de m'aimer maint'nant Évidemment que je veux briller comme l'or j'ai passé ma vie invisible comme l'air Pourquoi vous voulez m'aimer maint'nant ? Pourquoi vous voulez m'aimer maint'nant ouais Des millions d'heures seul dans le noir Dieu merci j'ai enfin confiance en moi Pourquoi vous voulez m'aimer maint'nant ? Sert plus à rien de m'aimer maint'nant",43yYuYeSOOupBHOkH9pRtF
Pervers narcissique,Imen Es,231,0.62,0.367,2,-7.657,0,0.127,0.752,0.0,0.103,0.457,143.83,257813,4,"[Paroles de ""Pervers narcissique""] [Intro : tag] Young Bouba got the sauce [Couplet 1] On m'avait bien dit d'éviter les mecs comme toi Moi j'pensais vraiment que t'étais pire qu'eux J'm'imaginais qu'tu s'rais ma flamme dans le noir Mais tu m'as éclairé pour m'rapprocher du feu J'avais d'la merde dans les yeux j'pensais qu'c'était des larmes de joie J'me voyais plus sans toi car j'te voyais en moi Pour mieux m'manipuler t'as fait l'homme irréprochable Après toutes nos prises de tête c'est moi qui m'sentait détestable Quand j'essaye dе te plaire tu m'rabaissais plus bas qu'terrе Que si j'voulais pas te perdre fallait qu'j'ressemble à ta mère Tu f'sais r'ssortir tous mes complexes rien à foutre que ça me vexe Tu disais qu'j'étais pas sexy comparer à ton ex [Refrain] C'qui sort de ta bouche n'sont plus que des mots Quand ta parole me touche sur ma peau j'sens les maux Ton cœur est tellement maléfique que ça noirceur est magnifique Ta maladie est atypique t'es juste un pervers narcissique [Couplet 2] T'avais tout prévu j'avais pas vu venir ton guet-apens Tu m'as isolé tu m'as fait devenir celle qui t'attend Même les crises de jalousie par rapport à mes parents T'as réussi à faire en sorte que j'les vois deux fois par an J'avais plus d'envie plus d'vie plus d'ascension sociale J'avais plus d'famille plus d'amis j'avais plus d'sossa Du moins c'est c'que t'avais réussi à me faire croire Noyée dans mon chagrin tu m'disais : ""C'est pas la mer à boire"" J'buvais la tasse l'alcool débordé d'mon verre J'plongeais la tête la première et tu m'as laissé faire J'voyais flou ça t'arrangeait tu m'as laissé mes œillères Tous les voyants étaient rouges tu m'disais qu'ils étaient verts [Refrain] C'qui sort de ta bouche n'sont plus que des mots Quand ta parole me touche sur ma peau j'sens les maux Ton cœur est tellement maléfique que ça noirceur est magnifique Ta maladie est atypique t'es juste un pervers narcissique",4lwX9GAOcRsCl3WXyLO5vs
Mon cœur,Izïa,232,0.81,0.837,9,-5.272,0,0.0662,0.265,1.62e-06,0.196,0.573,118.992,198973,4,[Intro] Mon cœur Mon cœur [Couplet 1] Accaparé par les ondes information continue Aucune accalmie pas une seule seconde Mon cœur mon cœur Et ton battement s'accélère je vais finir par te perdre Crache tes poumons fais tomber la fièvre Mon cœur Mon cœur [Pré-refrain] Si jeune déjà fatigué par les coups qui te détraquent Pas une fois elle t'a quitté cette foutue envie de te battre Fais sauter le moniteur et les élеctrocardiogrammes Mon cœur mon cœur [Refrain] Un deux trois je tе crois Quand tu portes à bout de bras Ta force et ta foi alors que tout autour de toi S'écroule et se crashe ce pourquoi on vivait Un deux trois je te crois Quand tu portes à bout de bras Ta force et ta foi alors que tout autour de toi S'écroule et se crashe ce pourquoi on vivait [Couplet 2] Je prends de plein fouet ta colère le silence te désespère Quelque soit la cause elle ne t'indiffère Mon cœur mon cœur Tambourine dans ma poitrine Besoin d'air faut que je respire Calme tes ardeurs reprends des couleurs Mon cœur mon cœur Mon cœur Mon cœur,2uuHjWY6yqEkTZMftzTCzL
Croire,Djadja & Dinaz,233,0.53,0.505,5,-8.076,0,0.156,0.449,1.18e-06,0.115,0.415,81.752,241826,4,"[Couplet 1 : Djadja] Elle a vu qu'j'étais pété hier soir Elle m'a dit : ""C'est bon ça passe plus T'es perdu ( Katrina Squad ) Tu continues on dirait qu'tu m'aimes plus c'est foutu"" J'lui ai dit : ""T'inquiète pas-as j'ai besoin d'toi"" J'étais devant l'bât' et j'attends qu'le temps passe Rien qu'j'fais les cent pas wa wa wa Rien qu'j'fais les cent pas wa wa wa Tu sais qu't'as besoin d'un homme d'un vrai qui tient les rênes Rappelle-toi j'venais t'chercher la nuit  sans mis-per Tu montais dans la tchop j'faisais des dérapages Pour ta face j'suis prêt à m'mettre des rafales [Refrain : Djadja] Elle a pas envie d'me croire Croire Elle a pas envie d'me croire Croire Ahhh yeah yeah Ahhh yeah yeah yeah yeah Ahhh yeah yeah Ahhh yeah yeah yeah yeah [Couplet 2 : Dinaz] En vérité on voulait partir loin C'est la plus discrète et la plus belle du coin Mais ça ça demande du temps J'te demande juste d'attendre J'te passe la bague au doigt on fait la fête J'veux que toi dans l'Féfé J'te passe la bague au doigt on fait la fête Mais j'veux que toi dans l'Féfé Je sais qu'j'te fatigue dis pas qu'c'est gâté J'te fais des cadeaux mais tu veux quand même partir Faudra pas rappeler crois pas qu't'es parfaite Est-ce que tu vas m'suivre jusqu'au quai des Orfèvres ? [Pont 1 : Dinaz] Tout ça c'est fini viens on fait la paix Tu m'aimes à l'infini j'ai lu dans ta tête Tout ça c'est fini viens on fait la paix Tu m'aimes à l'infini j'ai lu dans ta tête",44FeMWf96yh69xdn25FZFy
Solo (feat. Tayc),Zaho,234,0.748,0.641,0,-6.258,0,0.0689,0.252,0.0,0.153,0.462,100.037,179093,4,"[Paroles de ""Solo"" ft. Tayc] [Intro : Tayc &  Zaho ] Djalé djalé djalé move (Oh yih) Djalé djalé djalé move Hey hey [Couplet 1 : Zaho] Il faut que t'arrêtes d'apparaître dans nos sommeils Depuis que tu n'es plus la reine n'est plus pareil Pour l'instant oh j'ai mal oh j'ai mal oh j'ai mal Avec toi je voulais atteindre le sommet Même si tu n'as fait qu'récolter c'que t'as semé Pour l'instant j'ai mal oh j'ai mal oh j'ai mal [Pré-refrain : Zaho] Bébé tu fais mal à la tête toi J'veux qu'tu sois honnête avec moi Je ne peux plus porter seul ce poids C'est à toi que revient le choix (C'est à toi que rеvient le choix) Bébé tu fais mal à la tête toi J'vеux qu'tu sois honnête avec moi Je ne peux plus porter seul ce poids C'est à toi que revient le choix (C'est à toi que revient le choix) [Refrain : Zaho &  Tayc ] Oh no no no no je finirai solo-lo-lo-lo Je finirai solo-lo-lo-lo je finirai solo-lo-lo-lo Oh no no no no je finirai solo-lo-lo-lo Je finirai solo-lo-lo-lo je finirai solo-lo-lo-lo (Tayc de Tayc) [Couplet 2 : Tayc] Tu laisses mon esprit penser qu'il a tort (Nan ouais) que tout est mort (Oh nan nan) Que tu n'as rien fait Mais on était deux à se souhaiter la mort (Deux à se souhaiter la mort) À se traiter de tous les noms mes larmes ont coulées (Ouh ah ah) [Pré-refrain : Tayc] Bébé tu m'fais mal à la tête toi J'veux qu'tu sois honnête avec moi (Ouh) Je ne peux plus porter seul ce poids C'est à toi que revient le choix (Ouh ah ah) Bébé tu m'fais mal à la tête toi J'veux qu'tu sois honnête avec moi J'ai trop pris sur moi Tu as le choix (You love)",1TE1TZ7qOLVAcbKh15sxOi
Dina Sanichar,Dosseh,235,0.683,0.699,7,-6.976,1,0.438,0.154,0.0,0.096,0.484,90.295,183560,4,"[Paroles de ""Dani Sanichar""] [Intro] Aux confins du monde des hommes il existe une frontière imaginaire. Les enfants loups se trouvent de l'autre côté là où l'être humain retourne vers l'animal . [Couplet 1] Quatorze ans j'faisais la nourrice argent me-ar shit et héro' Quinze ans bureau d'poste convertis milliers d'francs passage à l'euro Jeune mais j'pensais comme un grand la rue m'va comme un gant Vite compris qu'le vol c'était pas pour moi j'me faisais prendre comme un gland Sourirе narquois sur les tos-ph' doigt d'honneur et vilainе pose J'étais pas un délinquant mais un bon humain prêt à t'faire d'vilaines choses J'fais du pe-ra d'proximité pour les mecs qui voient loin J'parle argot mix de français d'langues d'Afrique d'noirs d'arabes et d'rabouins Hein ? Sur qui tu veux flexes ? C'est qui qu'tu veux testes ? J'ai mon équipe rue Camille Saint Saens Kiki sur le té-c' Rue François Couperin c'est la case nègre Client s'gratte les veines les meufs flippent Disent même de nous qu'on est sales parce qu'on traîne près des bennes hein Mais on s'en bat les couilles pour nous c'est la grande vie La rue la vraie on traîne en meute marche comme des putains d'affranchis Tu fais l'chtof on t'clemse on t'shlope devant ta p'tite amie c'est chips Savent pas comment on s'est construit comme pyramide d'Égypte [Pont] Un berger découvre un enfant caché dans un carton en train de manger la tête d’une charogne. Il semble incapable de s’exprimer de manière compréhensible. Il est rachitique et porte de profondes engelures sur le corps . Yeah [Couplet 2] Quelques escroqueries quelques recèles nourris au seum au kérosène Élevé pour la chasse comme des p'tits Jack Russell Rapports complexes aux femmes pourtant nos daronnes nous ont choyé Premier coup d'queue avec une p'tite fugueuse placée en foyer Ma forteresse fuck la hess depuis l'époque des Bipper J'échange des lettres avec mes potes au hebs au quartier mineur Recalé d'boîte on tape des gueules fraîches sur le parking de Lidl Mauvais perdants on crève les pneus on raye la gov' du videur Pas d'ceux qui traînent les vieilles sur cinquante mètres pour chourave leur sac J'ai des boloss en Bretagne et d'autres dans le Larzac J'suis jamais parti en couille j'restais conscient de mes actes J'étais d'jà ailleurs j'attendais juste de voir s'aligner les astres Té-ma l'ampleur du désastre que de bourbiers incessants C'négro m'devait des sous j'lui ai pris son ciel K-500 Je vous parle d'un temps que les moins de vingt ans trouveraient bien éreintants T'sais pas combien de projets combien d'sombres poèmes J'vous ai sorti alors qu'j'traversais des tempêtes de problèmes Seul dans ma gov' à bosser mes techniques lyricales J'avais coke et crack dans mon freezer et balance digitale Et plein d'fois j'ai trébuché mais j'suis jamais tombé J'me moque pas des plus faibles j'sais qu'aucun homme n'est imbrisable Un peu sauvage en retrait p't-être qu'tu trouves ça bizarre Dis-toi qu'j'ai grandi parmi des loups comme Dina Sanichar (Comme Dina Sanichar) yeah",4qLJ1WY92vBOQ0EAV6UCHr
One Up,Central Cee,236,0.85,0.664,6,-8.119,0,0.261,0.322,0.0,0.0475,0.743,144.108,160000,4,"[Intro] Uh they think they got one up on us Don't trust bitches out all my dargs there's some I can trust (Huh) They think they got one up on us (That's what they think) Got PTSD nearly done up a fan 'cause they ran up on us (Baow baow baow) (Lekaa Beats) [Verse 1] The fake do a good job blending in with the real these days but I still tell the difference Realness get recognition I recognised that from a distance See it from far (Wait) Bare ANPR told bro ""Beg you don't smoke weed in the car"" ('Low it) It feels good to see me in the charts I used to hit shots sell rock and link in parks (Alright) You've been warned I'll ring the alarm They talk 'bout the trap they ain't been in it once YG got the trench coat on it's black and long like a Christian nun Tryna locate me a new plate I don't put trust in vintage guns Stop winging and go get some money what's wrong with these self-inflicted bums? (Alright) For my livelihood push white in my hood but I don't recommend it there's no longevity ""Central don't forget me"" money don't make me lose my memory A2 Anti do man badly do that gladly (Baow baow baow) I treat every day like a Monday mornin' I treat every month like a January [Chorus] Uh they think they got one up on us D.T.B I don't trust bitches Out all my dargs there's some I can trust Won't even lie I got PTSD Nearly done up a fan 'cause they ran up on us I left home when I was fourteen YJ was ten and the man of the house We go from babies straight to men [Verse 2] Get some money relive your childhood Shawty think that I'm childish (Why?) Tryna pull down my trousers Rip man out of my Calvin's (Kleins) Out of sight out of mind We ain't gotta jump out this ride Unwind the window keep it simple Try hit man off his mountain bike Link up with the ganja farmer Cuttin' down plants no agriculture Leave it to God we don't practice obeah Plan it correct we gon' catch him (Haha) I can't go broke that's a no-no Can't fall off that's awkward (Awks) My chain cost sixty thousand Cool that's a club performance (Alright) I don't like braggin' I'm a lowlife but I like high fashion Amiri denim it cost an arm and a leg and the jeans still saggin' Bro's still chinging bro's still trapping Yinging and Yanging I need more balance Baby I just wanna fuck I'm sorry I don't wanna meet your parents",4FAQjmX7e7JJaFE363uj86
THE LONELIEST,Måneskin,237,0.519,0.595,2,-5.001,1,0.0283,0.00151,0.0,0.0762,0.237,129.786,247067,4,[Intro] You'll be the saddest part of me A part of me that will never be mine It's obvious Tonight is gonna be the loneliest You're still the oxygen I breathe I see your face when I close my eyes It's torturous Tonight is gonna be the loneliest [Verse 1] There's a few lines that I have wrote In case of death that's what I want That's what I want So don't be sad when I'll be gone There's just one thing I hopе you know I loved you so 'Cause I don't evеn care about the time I've got left here The only thing I know now is that I want to spend it With you with you Nobody else here Tonight is gonna be the loneliest [Chorus] You'll be the saddest part of me A part of me that will never be mine It's obvious Tonight is gonna be the loneliest You're still the oxygen I breathe I see your face when I close my eyes It's torturous Tonight is gonna be the loneliest [Verse 2] I'm sorry but I gotta go If you'll ever miss me Give this song another go And I just keep on thinking how you made me feel better And all the crazy little things that we did together In the end in the end it doesn't matter If tonight is gonna be the loneliest [Chorus] You'll be the saddest part of me A part of me that will never be mine It's obvious Tonight is gonna be the loneliest You're still the oxygen I breathe I see your face when I close my eyes It's torturous Tonight is gonna be the loneliest,1Ame8XTX6QHY0l0ahqUhgv
LETTRE À UN OPPS,Gazo,238,0.784,0.662,10,-8.942,0,0.16,0.234,0.0,0.0825,0.777,144.069,178813,4,"[Paroles de ""LETTRE À UN OPPS""] [Intro] Faut qu'ils paient j'aurais la paix quand ils s'ront mort Aucune peine cœur en ice aucun remord (La mala est gang) Toujours un c-tru sur moi quand je sors Et j'te promets que je rêve pas d'eux quand je dors (Est-ce que t'es armé ?) [Refrain] J'écoutais ""Shark"" dès qu'ils menacent (Dès qu'ils menacent) J'fais que les piquer comme une écharde dès qu'ils me lassent (Dès qu'j'en suis lassé) Hey j'manie les Glock depuis p'tit (Depuis p'tit) Hasba on a les ffaires-a fais un pas d'plus et puis j'tire (Ouh-ouh-ouh) Ouais là j'suis fucked up bitch еlle veut fuck yeah (Ouh-ouh-ouh) Jе gobe (Hey) lean dans ma cup yeah (Yeah) J'suis fucked up bitch elle veut fuck yeah (Ouh-ouh-ouh) Je gobe (Hey) lean dans ma cup yeah (Yeah) [Couplet 1] Hey j'me fais peur à moi-même quand j'me fâche (Hey) BSB s/o mala gang t'auras toi et ta bande de lâches (Lâches lâches) Nan nan tu peux pas clasher si tu t'caches (Mais nan) On s'connait pas depuis petit mais tu sais qu'nos jouets font des tâches (Grr pah eh) Avec ton brolique bats toi (Bats toi) Genre t'as des kilos ? On sait bien qu't'es qu'une nourrice toi (Nourrice toi) Eh fais l'grossiste t'as même pas un toit (Même pas un toit) T'fais l'maquereau j't'envoie des bitchs qui m'disent que t'as même pas un toit (Toit toit toit toit) [Pont] Faut qu'ils paient j'aurais la paix quand ils s'ront mort Aucune peine cœur en ice aucun remord (Nan) Toujours un c-tru sur moi quand je sors Et j'te promets que je rêve pas d'eux quand je dors (Est-ce que t'es armé ?) [Refrain] J'écoutais ""Shark"" dès qu'ils menacent (Dès qu'ils menacent) J'fais que les piquer comme une écharde dès qu'ils me lassent (Dès qu'j'en suis lassé) Hey j'manie les Glock depuis p'tit (Depuis p'tit) Hasba on a les ffaires-a fais un pas d'plus et puis j'tire (Ouh-ouh-ouh) Ouais là j'suis fucked up bitch elle veut fuck yeah (Ouh-ouh-ouh) Je gobe (Hey) lean dans ma cup yeah (Yeah) J'suis fucked up bitch elle veut fuck yeah (Ouh-ouh-ouh) Je gobe (Hey) lean dans ma cup yeah (Yeah)",7LQxyZwcn4Ryq4Z0qllQd3
Haut-parleur,Mig,239,0.748,0.654,11,-8.367,0,0.222,0.511,0.0,0.144,0.86,140.088,149412,4,"[Paroles de ""Haut-parleur""] [Intro] Shiruken Music Nardey c'est chaud ça ah-ah MIG Moula Gang gang [Refrain] J'ai plus b'soin d'me présenter (Nan) j'ai des p'tits trucs à raconter (Gang) À la base j'voulais pas m'montrer (Nan nan) mais j'suis l'haut-parleur de ma bande (Gang) J'suis toujours comme avant (Comme avant) j'fais toujours attention à ma vie (À ma vie) J'suis l'haut-parleur de ma bande (De ma bande) j'suis l'haut-parleur de ma ville (De ma ville) J'ai plus b'soin d'me présenter (Nan) j'ai des p'tits trucs à raconter (Gang) À la base j'voulais pas m'montrer (Nan nan) mais j'suis l'haut-parleur de ma bande (De ma bande) J'suis toujours comme avant (Comme avant) j'fais toujours attention à ma vie (À ma vie) J'suis l'haut-parleur de ma bande (De ma bande) j'suis l'haut-parleur de ma ville (De ma ville) [Couplet unique] J'suis l'haut-parleur de ma bande (De ma bande) mais j'peux pas tout t'expliquer (Nan) Y a des trucs qui s'oublient pas (Maintenant) y a des phases qui m'ont piqué J'suis toujours avec Sarkozy (Gang) on a bien saigné l'hazi (Rah) On a fait chier la voisine j'ai jamais rêvé d'musique (Pah) J'ai toujours voulu tout niquer toujours voulu faire un tas d'argent (Gang gang) J'ai tourné en rond comme un tourniquet menotté à terre par monsieur l'agent Maintenant regarde où on en est (Brr) j'suis sur mon deuxième projet (Pah pah) J'ai l'soutien d'ma bande et celui d'ma ville (Gang) j'suis en train d'changer ma vie Et celle de mes proches j'me remplis les poches toujours attiré si le plan parle en cash (Gang) T'étais pas là quand j'galérais à la casse aujourd'hui tu grattes pour que j'te fasse une passe 0.2 Géné' j'dois laisser ma trace (Grr pah) gang 0.2 Géné' j'dois laisser ma trace gang [Refrain] J'ai plus b'soin d'me présenter (Nan) j'ai des p'tits trucs à raconter (Gang) À la base j'voulais pas m'montrer mais j'suis l'haut-parleur de ma bande (De ma bande) J'suis toujours comme avant (Comme avant) j'fais toujours attention à ma vie (À ma vie) J'suis l'haut-parleur de ma bande (De ma bande) j'suis l'haut-parleur de ma ville (De ma ville) J'ai plus b'soin d'me présenter (Nan) j'ai des p'tits trucs à raconter (Gang) À la base j'voulais pas m'montrer (Nan nan) mais j'suis l'haut-parleur de ma bande (De ma bande) J'suis toujours comme avant (Comme avant) j'fais toujours attention à ma vie (À ma vie) J'suis l'haut-parleur de ma bande (De ma bande) j'suis l'haut-parleur de ma ville (De ma ville) J'ai plus b'soin d'me présenter (Nan) j'ai des p'tits trucs à raconter (Gang) À la base j'voulais pas m'montrer (Gang) mais j'suis l'haut-parleur de ma bande (De ma bande) J'suis toujours comme avant (Comme avant) j'fais toujours attention à ma vie (À ma vie) J'suis l'haut-parleur de ma bande (De ma bande) j'suis l'haut-parleur de ma ville (De ma ville)",4cMetBWdY9Gqw6QMprw9BD
Cette fille,Luv Resval,240,0.839,0.553,2,-7.269,1,0.227,0.717,4.38e-05,0.17,0.362,99.994,234973,4,"[Paroles de ""Cette fille""] [Intro] Ouh dans la soirée dans un métro Yeah C'est qui cette fille ? Dans la soirée dans un métro tu l'as croisée comme un écho ouais C'est qui cette fille ? Dans la soirée dans un métro tu l'as croisée comme un écho Eh eh [Couplet 1] C'est qui cette fille ? (c'est qui cette fille ?) Dans la soirée (dans la soirée) dans un métro tu l'as croisée comme un écho (yeah) Les yeux dans l'vide les étoiles en train d'danser (woh) t'aurais tout donné pour savoir à qui elle pensait C'est qui cette fille pas très sûre d'elle ? (Yeah) Elle pleure en sûreté de Paris jusqu'à Bruxelles (yeah) Elle prie la lumière qu'elle puisse arriver jusqu'elle (prit) c'est pas d'sa faute si tous les derniers voulaient juste ken (pas d'sa faute) Et c'est qui c'mec ? Larmes gelées coulent (yeah) il s'répète qu'il veut plus une garce de mes couilles (plus) Regarde-les toutes mais c'monsieur est tout seul (wow) car Dieu l'écoute et les femmes le dégoûtent (seul) Et il sort du wagon stick dans la poche (stick) il fait des rêves où il avance vite dans la Porsche (woh) Il revend tout sans s'demander si l'shit ça rapporte (never) et maman pleure quand elle retrouve les flics à la porte (maman pleure) C'est qui cette fille ? Qui s'prend en selfie seule sur le ponton j'sais même plus dans quelle vie (wah wah) La couronne d'Elvis  le royaume asservi (ouais)  et quand j'le raconte c'est comme si j'avais cette vie  (ouais) Fils s'précipice sur un précipice le ciel qui pige j'm'aère l'esprit fils Mes mots sont éternels comme des ""Rest In Peace"" mais c'est pas un jeu faut qu'on reste en place [Pont 1] C'est qui cette fille ? C'est qui cette fille ? (Qu'on reste en place) Tu l'as croisée comme un écho  (qu'on reste en place) Yeah dans la soirée dans un métro (dans dans la soirée dans un métro) Woh woh woh [Couplet 2] Sur la route j'sais plus laquelle  nouvelles shoes maison Margiela  (yeah) J'réponds plus quand elle m'appelle sur le té-c' elle m'a lâché là (woh) L'eau est belle on ira s'ver-la fais la bella prends la pelle on va creuser sous la grêle Dionysos avec Athéna tous les soss ramènent la bédave et demain t'iras la guer-dra (han) Pour connaître la nuit dans ses draps toute la nuit tu mènes l'enquête (yeah) Fume des joints sur la banquette elle est seule et mate les étoiles fuck on n'a pas d'chez-soi Pendant qu'les autres font la compét' pour elle l'histoire est incomplète Et sur ton pét' des traces de rouge à lèvres quand elle était pompette Pendant qu'les anges nettoient la harpe Satan joue des airs de trompette Un dernier texte avant qu'on s'perde l'histoire les Dieux la racontèrent (yeah yeah yeah) Quand on s'est dit : ""Faudra qu'on perce"" les wagons freinent j'allume un teh qui fume sa race Elle pleure elle donne sa rose un regard le temps s'arrête (quoi ?) toutes les fleurs s'arrosent (oh oh) Toutes les fleurs s'arrosent toutes les fleurs s'arrosent [Pont 2] Diamants sur ma wifey (diamants sur ma wifey) La voiture roule toute la nuit (la voiture roule toute la nuit) J'fume un teh de paki (de paki) paki On est garés sur le parking (on est garés sur le parking) Plusieurs flacons d'affilée (drive) yeah Reste pour la life juste pour la vie Reste dans la gova juste pour la night Juste pour la maille fuck c'est ma drogue fuck c'est ma wife Reste dans la mallette c'est comme un film Reste dans la mallette c'est comme un film Juste pour la maille juste pour la maille fuck c'est ma drogue fuck c'est ma wife",1q9UfGqscV5U8fqleN3qzK
